Strain,TG Control,Chol Control,HDL Control,UC Control,FFA Control,Glucose Control,Fibrosis Control,TG ISO,Chol ISO,HDL ISO,UC ISO,FFA ISO,Glucose ISO,Fibrosis ISO,Death ISO,TH Ctrl,LV Ctrl,RV Ctrl,LA Ctrl,RA Ctrl,Lung Ctrl,Liver Ctrl,Adrenal Ctrl,TH ISO,LV ISO,RV ISO,LA ISO,RA ISO,Lung ISO,Liver ISO,Adrenal ISO,wTH Ctrl,wLV Ctrl,wRV Ctrl,wLA Ctrl,wRA Ctrl,wLung Ctrl,wLiver Ctrl,wAdrenal Ctrl,wTH ISO,wLV ISO,wRV ISO,wLA ISO,wRA ISO,wLung ISO,wLiver ISO,wAdrenal ISO,Heart Rate Day 0,IVSd Day 0,LVIDd Day 0,PWd Day 0,IVSs Day 0,LVIDs Day 0,PWs Day 0,ET Day 0,E day 0,A day 0,E/A day 0,A/E day 0,FS day 0,IVS/PWd day 0,IVS/PWs day 0,RWTd day 0,PWTH day 0,Vold day 0,Vols day 0,EF day 0,LVM day 0,LVMc day 0,Vcf day 0,MSNER day 0,Heart Rate Day 7,IVSd Day 7,LVIDd Day 7,PWd Day 7,IVSs Day 7,LVIDs Day 7,PWs Day 7,ET Day 7,E day 7,A day 7,E/A day 7,A/E day 7,FS day 7,IVS/PWd day 7,IVS/PWs day 7,RWTd day 7,PWTH day 7,Vold day 7,Vols day 7,EF day 7,LVM day 7,LVMc day 7,Vcf day 7,MSNER day 7,Heart Rate Day 14,IVSd Day 14,LVIDd Day 14,PWd Day 14,IVSs Day 14,LVIDs Day 14,PWs Day 14,ET Day 14,E day 14,A day 14,E/A day 14,A/E day 14,FS day 14,IVS/PWd day 14,IVS/PWs day 14,RWTd day 14,PWTH day 14,Vold day 14,Vols day 14,EF day 14,LVM day 14,LVMc day 14,Vcf day 14,MSNER day 14,Heart Rate Day 21,IVSd Day 21,LVIDd Day 21,PWd Day 21,IVSs Day 21,LVIDs Day 21,PWs Day 21,ET Day 21,E day 21,A day 21,E/A day 21,A/E day 21,FS day 21,IVS/PWd day 21,IVS/PWs day 21,RWTd day 21,PWTH day 21,Vold day 21,Vols day 21,EF day 21,LVM day 21,LVMc day 21,Vcf day 21,MSNER day 21
BXA-2/PgnJ,,,,,,,0.030065118,,,,,,,0.148215728,0.25,0.099666667,0.068,0.012333333,0.0016,0.0018,0.151666667,1.046666667,0.015,0.136,0.085666667,0.0135,0.003733333,0.003266667,0.193333333,0.996666667,0.008933333,0.004149991,0.002836685,0.000511706,0.0000664,7.55E-05,0.006327067,0.04357157,0.000630783,0.0057107,0.003595188,0.000565962,0.000157237,0.000137533,0.008118432,0.041865493,0.000376394,533,0.716666667,3.52,0.753333333,1.011666667,2.236666667,1.086666667,46.29166667,1655.93,991.245,1.731666667,0.591666667,36.565,0.970833333,0.935,0.43,48.6875,51.83,17.30416667,66.73166667,85.05916667,68.04583333,0.791666667,1.445,626.3333333,0.796666667,3.99,0.746666667,1.276666667,2.503333333,1.086666667,39.5,1887.583333,1101.36,1.775,0.578333333,37.13333333,1.078333333,1.18,0.378333333,47.4,69.73666667,22.425,67.495,111.1083333,88.88833333,0.94,1.706666667,636,0.826666667,4.123333333,0.816666667,1.413333333,2.46,1.12,39.5,2171.176667,1394.596667,1.553333333,0.673333333,40.27,1.011666667,1.256666667,0.395,38.46333333,75.34166667,21.47166667,71.33,128.2816667,102.6266667,1.02,1.806666667,616.3333333,0.803333333,4.11,0.856666667,1.356666667,2.296666667,1.203333333,40.33333333,1589.476667,900.5833333,1.9,0.633333333,43.97666667,0.956666667,1.13,0.42,45.47666667,74.87666667,18.24,75.26,128.52,102.8166667,1.09,1.86
BXA-24/PgnJ,6,93,68,17,25,178,,20,96,66,19,17,207,,0.4,0.1011,0.0716,0.0127,0.00298,0.00236,0.15116,1.002,0.00864,0.1605,0.11425,0.01645,0.00515,0.0038,0.21825,1.1625,0.0078,0.004389635,0.003110481,0.000551771,0.000128376,0.000103071,0.006564675,0.043488086,0.000375113,0.006899868,0.004920586,0.000704605,0.000223208,0.000161693,0.009478348,0.049459295,0.000336651,406.1111111,0.681111111,4.03,0.701111111,0.932222222,2.966666667,0.912222222,56.66666667,1772.251111,662.2988889,3.221111111,0.38,26.13944444,0.978333333,1.037222222,0.350555556,30.63555556,71.86277778,34.27111111,51.24444444,98.18444444,78.54722222,0.468888889,0.914444444,587,0.8225,4.065,0.92,1.305,2.49,1.3,44.0625,2641.3025,1431.0975,2.04625,0.525,39.3125,0.9175,1.0175,0.4525,42.4475,74,23.3875,69.845,135.5475,108.435,0.91,1.6075,578.5,0.8175,4.3425,0.905,1.2775,2.5775,1.3125,43.125,2883.715,1686.48,1.8075,0.5975,41.37,0.9,0.96,0.4225,45.23,86.5575,26.1575,71.7775,146.41,117.13,0.9875,1.705,564,0.9375,4.5,0.905,1.345,3.015,1.165,45,2208.885,1646.4525,1.625,0.72625,33.075,1.0575,1.17125,0.405,29.7675,92.9825,35.96875,61.65375,174.40375,139.5225,0.7325,1.37
BXA-4/PgnJ,29,126,110,24,27,120,0.002758797,29,105,89,20,30,122,0.005557576,0,0.1031,0.0695,0.01125,0.0025,0.0025,0.13375,0.775,0.00705,0.14675,0.1015,0.0155,0.004,0.003475,0.1625,0.9725,0.00695,0.005503525,0.00371262,0.000601996,0.000133606,0.000133131,0.007137153,0.041391722,0.000375316,0.007374034,0.005101134,0.000778562,0.000201288,0.000174858,0.008161592,0.049080306,0.000347229,488.5,0.66375,3.75125,0.7025,0.91125,2.5425,0.955,52.3125,1583.9725,1140.44125,1.625,0.66875,32.30875,0.961875,0.96,0.378125,37.68375,60.32625,23.454375,61.22875,85.155625,68.124375,0.6175,1.17375,563.5,0.74,4.055,0.6825,0.915,2.8725,0.9025,42.125,2781.935,1585.35,2.06375,0.53625,30.175,1.0775,1.0375,0.35,29.885,73.695,34.3525,56.69,100.8975,80.72,0.7325,1.37,542.25,0.885,4.135,0.8075,1.3175,2.53,1.1725,46,1847.195,795.2075,2.85875,0.48375,38.92583333,1.115833333,1.1275,0.395833333,46.09833333,76.68833333,23.41833333,69.76083333,132.455,105.9641667,0.85,1.52,552.75,0.89,3.9925,0.9075,1.3775,2.2675,1.25,45.25,1935.1275,1025.9875,2.3725,0.525,43.35625,1.00875,1.10875,0.46125,39.03125,70.295,18.335,74.6125,136.0875,108.87,0.955,1.645
BXA-7/PgnJ,24,101.5,90.5,21.5,23,181,,12.5,92.5,83,19,21,142,,0,0.1002,0.067,0.01134,0.00248,0.00172,0.165,1.004,0.0115,0.121,0.0806,0.0124,0.00484,0.00238,0.19,1.014,0.00986,0.004336307,0.002898696,0.000488737,0.00010887,7.48E-05,0.007130987,0.043345756,0.000499221,0.005486418,0.003647316,0.000562976,0.000217851,0.000107325,0.008612904,0.046208738,0.000450158,505.1,0.648,3.854,0.632,0.917,2.607,0.904,50.7,1785.125,970.445,2.155,0.538,32.37425,1.04025,1.0235,0.3295,43.703,64.189,24.96775,61.231,82.374,65.8985,0.639,1.21,612.6,0.724,3.854,0.768,1.076,2.39,1.068,43.25,2052.194,997.468,2.294,0.484,38.495,0.946,1.008,0.399,39.755,64.544,21.349,68.625,100.821,80.653,0.892,1.588,617.8,0.824,3.876,0.82,1.174,2.372,1.162,46,2323.498,1392.258,1.772,0.592,38.855,1.024,1.021,0.426,42.734,65.226,19.78,69.843,114.765,91.812,0.848,1.524,611,0.732,3.948,0.786,1.006,2.64,1.078,42.5,1355.784,627.574,2.546,0.454,33.26966667,0.938666667,0.933,0.400666667,38.56433333,67.97933333,26.35566667,61.729,107.197,85.758,0.788,1.464
BXA-8/PgnJ,,,,,,,0.003344545,,,,,,,0.002155321,0.5,0.0983,0.0656,0.0155,0.0028,0.0006,0.131,0.841,0.0126,0.124,0.0846,0.0167,0.0042,0.0026,0.144,1.002,0.0104,0.004218884,0.002815451,0.000665236,0.000120172,0.0000258,0.005622318,0.036094421,0.000540773,0.005254237,0.003584746,0.000707627,0.000177966,0.000110169,0.006101695,0.042457627,0.000440678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-1/TyJ,,,,,,,,,,,,,,,,0.099,0.072,0.007,0.0022,0.0019,0.1,0.85,0.0095,,,,,,,,,0.005625,0.004090909,0.000397727,0.000125,0.000107955,0.005681818,0.048295455,0.000539773,,,,,,,,,552,0.89,3.64,0.79,1.24,2.23,1.17,54,1831.99,1503.61,1.22,0.82,38.82,1.12,1.06,0.43,48.48,55.77,16.67,70.11,106.84,85.47,0.72,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-11/TyJ,,,,,,,0.016672957,,,,,,,0.07995084,0,0.09,0.0615,0.0125,0.00205,0.0018,0.105,0.855,0.0138,0.131,0.095,0.015,0.0048,0.0018,0.13,1.04,0.0124,0.004988304,0.003406433,0.000690059,0.000114602,0.000100854,0.005818714,0.047719299,0.000755556,0.006121495,0.004439252,0.000700935,0.000224299,0.0000841,0.006074766,0.048598131,0.000579439,426.6666667,0.693333333,3.84,0.646666667,0.976666667,2.68,0.976666667,50.16666667,1331.316667,575.34,3.046666667,0.4,30.07666667,1.066666667,0.993333333,0.336666667,50.23,63.76666667,26.69333333,57.83666667,87.42666667,69.94,0.596666667,1.15,561,0.94,4.02,0.87,1.3,2.39,1.29,45,1521.05,954.38,1.59,0.63,40.465,1.075,1.01,0.435,46.88,70.82,20.015,71.71,140.715,112.57,0.9,1.59,553,0.9,3.99,0.93,1.53,2.49,1.09,43.25,1513.56,1107.29,1.37,0.73,37.67,0.97,1.4,0.47,17.65,69.68,22.06,68.34,140.64,112.51,0.87,1.58,472,0.66,4.32,0.68,0.77,3.04,0.82,49.75,1334.54,194.82,6.85,0.15,29.75,0.96,0.93,0.32,20,84,36.01,57.13,105.73,84.59,0.6,1.15
BXD-12/TyJ,6,50,33,4,25,135,0.03168852,8,63,34,15,16,115,0.081081334,0.333333333,0.096,0.066,0.0127,0.00275,0.00245,0.12,0.645,0.00815,0.1155,0.0725,0.01305,0.0046,0.0031,0.1403,0.85625,0.0091,0.005164918,0.003551759,0.000686897,0.000145845,0.000132147,0.006368406,0.03445831,0.000434529,0.005931373,0.003727719,0.000659982,0.000238191,0.000156863,0.007178253,0.044089795,0.000466578,518.25,0.63,3.7425,0.6825,0.985,2.2425,0.955,51.4375,1078.705,671.8225,1.755,0.6625,40.20416667,0.938333333,1.037916667,0.367916667,39.32083333,60.34083333,18.50708333,70.02291667,81.39416667,65.11583333,0.805,1.39,566,0.785,4.055,0.8,1.07,2.365,1.17,46,1986.025,1022.915,3.255,0.44,41.68,0.995,0.925,0.395,47.2375,72.32,19.5,73.11,118.6075,94.8875,0.905,1.585,571,0.755,4.185,0.765,1.225,2.305,1.09,42.875,1263.34,839.905,1.51,0.685,44.8825,0.985,1.1375,0.365,42.865,78.2975,18.3225,76.4975,117.78,94.22,1.05,1.785,536,0.575,4.66,0.625,0.985,2.955,0.96,51,1223.17,799.735,1.585,0.635,36.63,0.945,1.04,0.27,58.415,100.59,33.695,66.425,105.295,84.235,0.72,1.305
BXD-14/TyJ,,,,,,,0.054678428,,,,,,,0.244113058,0,0.118,0.078,0.011,0.0032,0.0042,0.135,1.13,0.011,0.197666667,0.143333333,0.0175,0.006966667,0.003433333,0.16,1.17,0.009033333,0.005,0.003305085,0.000466102,0.000135593,0.000177966,0.005720339,0.047881356,0.000466102,0.007790779,0.00565773,0.000689469,0.000271587,0.000134554,0.006309526,0.046030885,0.000354283,468.5,0.745,3.9625,0.78,1.0325,2.715,1.065,47.375,868.19,484.055,1.8375,0.5675,31.5675,0.9575,0.9575,0.395,37.38,69.11,27.94,59.7425,107.9425,86.355,0.6625,1.2575,564.6666667,0.943333333,4.45,0.866666667,1.556666667,2.696666667,1.306666667,41.58333333,1117.13,612.57,1.893333333,0.573333333,39.47888889,1.100555556,1.218888889,0.390555556,51.51222222,90.18611111,26.98555556,70.07555556,165.125,132.0977778,0.96,1.706666667,530.3333333,1.04,4.47,1.09,1.6,2.786666667,1.443333333,43.25,1786.39,1047.836667,1.703333333,0.593333333,37.74833333,0.956666667,1.113333333,0.486666667,32.95166667,91.15333333,30.475,67.13,207.5216667,166.02,0.87,1.55,536,0.973333333,4.46,1.083333333,1.566666667,2.483333333,1.596666667,43.66666667,1346.906667,717.18,1.9,0.561666667,45.39333333,0.913333333,0.983333333,0.511666667,51.44166667,92.495,24.49,75.54666667,194.61,155.685,1.036666667,1.73
BXD-15/TyJ,,,,,,,,,,,,,,,,0.107,0.072,0.017,0.0036,0.0026,0.154,0.824,0.0092,,,,,,,,,0.004885845,0.003287671,0.000776256,0.000164384,0.000118721,0.007031963,0.037625571,0.000420091,,,,,,,,,446,0.59,4.02,0.6,0.77,2.91,0.79,60,3946.24,1084.46,3.64,0.27,27.56,0.99,1,0.3,30.835,70.895,32.6,54.065,80.145,64.11,0.46,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-19/TyJ,,,,,,,,,,,,,,,0.5,,,,,,,,,0.17,0.072,0.029,0.0237,0.0073,0.32,1.38,0.0087,,,,,,,,,0.007053942,0.002987552,0.00120332,0.000983402,0.000302905,0.013278008,0.057261411,0.000360996,584,0.68,3.66,0.77,1.12,1.7,1.39,45,641.3,293.78,2.18,0.46,53.73,0.89,0.8,0.42,82.14,56.78,8.33,85.33,88.72,70.98,1.19,1.9,503,0.93,4.55,1.02,1.18,3.42,1.17,44.25,3061.5,1227.71,2.49,0.4,24.645,0.935,1.025,0.45,15.265,94.825,48.3,48.97,188.345,150.675,0.56,1.11,515,0.72,4.67,0.72,0.87,4.13,0.78,47,1741.65,580.55,3,0.33,11.54,1,1.12,0.31,8.33,100.61,75.39,25.07,131.82,105.46,0.25,0.53,506,0.58,5.23,0.65,0.78,4.45,0.84,43,2750.76,1614.58,1.765,0.59,17.42,1,1.06,0.35,29.63,120.06,76.66,36.15,194.31,155.45,0.41,0.84
BXD-21/TyJ,87,71,44,18,33,149,0.044121766,29,98,80,20,17,98,0.024067639,0.181818182,0.103183333,0.07085,0.011283333,0.003016667,0.002966667,0.125633333,0.911566667,0.00985,0.129428571,0.088485714,0.015257143,0.005571429,0.003414286,0.142285714,0.947628571,0.009428571,0.005451841,0.003739131,0.000604871,0.00015718,0.000155931,0.006651379,0.048362661,0.000524982,0.006573919,0.004502545,0.000792386,0.000277322,0.000171656,0.007198881,0.047950973,0.000478184,495.5384615,0.809230769,3.566153846,0.762307692,1.262307692,2.040769231,1.133846154,51.26923077,1241.978462,831.0438462,1.560384615,0.690384615,43.65769231,1.077179487,1.12525641,0.437820513,50.10128205,54.14371795,14.93948718,74.27794872,95.12384615,76.09794872,0.870769231,1.471538462,534.4285714,0.817142857,3.954285714,0.851428571,1.342857143,2.285714286,1.185714286,46.23142857,1720.82,834.9128571,2.224285714,0.502857143,41.71,0.932142857,1.171428571,0.445,35.35071429,68.70714286,18.83214286,73.07428571,122.8892857,98.31071429,0.91,1.594285714,549,0.825714286,4.05,0.894285714,1.274285714,2.378571429,1.29,45.57142857,1473.725714,1165.66,1.421428571,0.778571429,40.68357143,0.965714286,1.067142857,0.45,41.27571429,72.095,21.94142857,71.21142857,129.9085714,103.9257143,0.897142857,1.571428571,537.1428571,0.89,4.024285714,0.798571429,1.348571429,2.37,1.282857143,46.96428571,1651.135714,1165.405714,1.507857143,0.717857143,41.31428571,1.134761905,1.062857143,0.397857143,62.20928571,71.51309524,20.32142857,72.2697619,127.9057143,102.325,0.888571429,1.551428571
BXD-24/TyJ,,,,,,,0,,,,,,,0.095991608,0,0.0905,0.064,0.012,0.00325,0.0023,0.1165,0.849,0.00745,0.102,0.082,0.012,0.0033,0.0018,0.12,0.73,0.0075,0.004593094,0.003248035,0.000608685,0.000164966,0.000117045,0.005910966,0.043126144,0.000378598,0.005257732,0.004226804,0.000618557,0.000170103,0.0000928,0.006185567,0.037628866,0.000386598,492.3333333,0.783333333,3.086666667,0.756666667,1.116666667,1.74,1.056666667,53.66666667,1496.033333,915.7233333,1.65,0.623333333,43.83,1.053333333,1.043333333,0.49,40.47666667,37.72,10.06333333,73.74666667,73.14666667,58.51666667,0.833333333,1.393333333,606,1.09,2.95,1.13,1.52,1.18,1.89,38,1713.42,1274.79,1.34,0.74,60.055,0.97,0.805,0.77,68.245,33.795,3.185,90.385,118.89,95.115,1.58,2.38,572,0.57,4.1,0.77,1.01,2.95,0.88,49.5,2109.18,938.84,2.25,0.45,28,0.75,1.16,0.37,14.29,74.29,33.68,54.67,96.72,77.38,0.57,1.1,491,0.57,4.21,0.66,0.96,3.09,0.85,49,1999.46,1109.65,1.8,0.55,26.62,0.88,1.13,0.31,29.17,79.06,37.61,52.43,90.77,72.61,0.54,1.07
BXD-27/TyJ,,,,,,,,,,,,,,,,0.095,0.066,0.011,0.0017,0.001,0.12,0.86,0.012,,,,,,,,,0.004460094,0.003098592,0.000516432,0.0000798,0.0000469,0.005633803,0.040375587,0.00056338,,,,,,,,,477,0.82,3.71,0.66,1.19,2.13,1.01,55,1255.03,418.34,3,0.33,42.465,1.26,1.19,0.355,53.74,58.315,15.52,73.46,92.825,74.255,0.77,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-31/TyJ,,,,,,,0.002749909,,,,,,,0,0,0.095,0.066,0.0092,0.0028,0.0018,0.0972,0.89,0.01,0.177,0.123,0.017,0.0079,0.0021,0.16,0.98,0.01,0.004185022,0.002907489,0.000405286,0.000123348,0.0000793,0.004281938,0.039207048,0.000440529,0.00880597,0.006119403,0.000845771,0.000393035,0.000104478,0.007960199,0.048756219,0.000497512,502.5,0.715,3.67,0.67,0.98,2.12,0.995,58.125,1838.965,857.45,2.075,0.49,42.4375,1.0725,0.975,0.3675,49.0825,57.2775,15.2325,73.86,84.3425,67.475,0.75,1.295,496,0.88,4.79,0.74,1.39,3.64,1.01,48.75,1578.31,876.84,1.8,0.56,24,1.19,1.38,0.31,37.04,106.75,55.77,47.75,160,128,0.49,0.98,,,,,,,,,,,,,,,,,,,,,,,,,549,0.88,5.28,0.82,1.23,3.83,1.26,48,588.64,392.43,1.515,0.725,27.46,1.07,0.98,0.31,53.33,134.01,63.05,52.95,201.62,161.3,0.57,1.1
BXD-32/TyJ,23,91,75,18,19,123,0.037652268,19,77,63,13,24,139,0.00278099,0.4,0.08875,0.06,0.011525,0.0023,0.001575,0.123525,0.888275,0.015075,0.139333333,0.1,0.012833333,0.005366667,0.002933333,0.15,1.009333333,0.011266667,0.004119559,0.00278416,0.000533082,0.00010618,7.35E-05,0.005716946,0.041075092,0.000702949,0.006629233,0.004763404,0.000611821,0.000253607,0.000137801,0.007088111,0.047915919,0.000534915,399.625,0.64375,3.7975,0.6075,0.8875,2.60375,0.885,56.21875,1467.925,540.5775,2.90875,0.37625,31.52125,1.0575,1.013125,0.321875,45.858125,62.035,25.521875,59.285,77.698125,62.1575,0.56625,1.06375,557,1.11,3.87,1.02,1.64,2.41,1.36,44.75,735.44,367.72,2,0.5,37.85,1.086666667,1.206666667,0.53,33.02333333,64.89,20.3,68.62,166.54,133.23,0.85,1.53,516,0.79,4.61,0.92,1.12,3.14,1.29,43.25,1696.11,514.65,3.47,0.3,31.76,1.015,0.79,0.34,67.86,97.765,39.3,59.835,145.49,116.39,0.73,1.38,486,0.856666667,4.656666667,0.813333333,1.193333333,3.306666667,1.103333333,44.08333333,1438.36,579.6333333,5.66,0.31,29.50333333,1.056666667,1.15,0.35,34.72666667,100.6766667,46.45333333,55.71666667,160.2433333,128.1966667,0.663333333,1.26
BXD-33/TyJ,,,,,,,,,,,,,,,,0.078,0.05,0.011,0.0018,0.0018,0.08,,0.0098,,,,,,,,,0.004670659,0.002994012,0.000658683,0.000107784,0.000107784,0.004790419,,0.000586826,,,,,,,,,507,0.52,3.64,0.46,0.66,2.54,0.63,52,670.46,331.84,2.02,0.49,30.08,1.12,1.04,0.26,35.29,55.77,23.29,58.25,53.11,42.49,0.58,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-34/TyJ,,,,,,,,,,,,,,,,0.1215,0.08,0.0135,0.00355,0.0032,0.125,1.08,0.01185,,,,,,,,,0.005093268,0.003348878,0.000564867,0.000150574,0.000134081,0.005245442,0.045284011,0.000493128,,,,,,,,,408,0.825,4,0.835,1.085,2.985,1.065,52.25,1286.28,700.83,2.0925,0.505,25.5925,0.985,1.02,0.42,28.6125,70.255,35.5575,50.5275,122.8675,98.29,0.49,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD-38/TyJ,19,65,43,9,17,142,0.013808658,10,71,59,19,9,101,0.263730296,0.666666667,0.097175,0.06945,0.012,0.0027,0.002325,0.11175,0.72975,0.009875,0.1315,0.1,0.01475,0.0047,0.0024,0.1185,0.78,0.0069,0.005320423,0.003780301,0.000666032,0.000147014,0.00012859,0.006120618,0.040140336,0.000562722,0.007306152,0.005537938,0.000824936,0.000261804,0.000131025,0.006607804,0.043495747,0.00038383,466,0.726666667,3.648333333,0.785,1.138333333,2.223333333,1.095,52.79166667,1558.701667,785.0716667,2.136666667,0.56,39.33227778,0.928222222,1.055388889,0.436888889,40.19538889,56.95333333,17.8265,69.53655556,93.01716667,74.41416667,0.746666667,1.32,556,0.985,3.91,0.8,1.53,2.125,1.27,46.085,1327.41,921.185,1.4,0.735,45.7175,1.2525,1.225,0.4125,59.8975,66.545,15.2425,77.3375,130.745,104.595,0.995,1.685,532,0.79,4.305,0.635,1.245,2.845,0.93,48.25,981.425,858.905,1.15,0.88,33.98,1.2475,1.3375,0.295,48.08,83.6075,30.82,63.19,117.0025,93.6,0.71,1.315,514,0.865,4.205,0.805,1.285,2.685,1.145,49.065,1602.195,1053.31,1.54,0.715,36.38416667,1.0875,1.135,0.385,42.42583334,79.24333334,27.38333334,66.21666667,135.0825,108.0658334,0.74,1.35
BXD-39/TyJ,,,,,,,0.007595495,,,,,,,0.313170525,0,0.1235,0.0855,0.01475,0.00365,0.0024,0.1415,1.2,0.02125,0.138,0.091666667,0.014666667,0.0051,0.004033333,0.158666667,0.989666667,0.0103,0.003802806,0.002613866,0.00045143,0.000113687,0.0000753,0.004354918,0.036730439,0.000656262,0.004996454,0.003311024,0.000535223,0.000182972,0.000144005,0.00574758,0.035861153,0.000377569,467.6,0.726,4.104,0.706,1.016,2.558,1.136,52.926,935.934,511.076,1.886,0.544,37.764,1.044,0.904,0.342,63.21,74.73,24.298,67.976,106.608,85.288,0.716,1.286,500.6666667,0.76,4.36,0.81,1.136666667,2.623333333,1.246666667,50.83333333,1092.35,570.0066667,2.246666667,0.493333333,39.915,0.948333333,0.91,0.371666667,54.83333333,86.08833333,25.70333333,70.495,132.1133333,105.69,0.786666667,1.386666667,483.6666667,0.67,4.603333333,0.69,1.083333333,2.79,1.09,54.91666667,1160.27,580.7166667,2.216666667,0.486666667,39.435,0.966666667,0.996666667,0.3,58.965,97.505,29.56,69.76833333,120.8433333,96.675,0.716666667,1.27,541.6666667,0.753333333,4.27,0.876666667,1.21,2.423333333,1.246666667,48.83333333,1307.623333,607.16,2.31,0.456666667,43.26833333,0.886666667,0.986666667,0.415,43.22333333,81.615,21.06666667,74.445,133.6916667,106.955,0.886666667,1.523333333
BXD-40/TyJ,37.5,82,56.5,16,16,181.5,0.019335732,11,94.5,77,18,24,139.5,0.015103196,0.642857143,0.088814286,0.060442857,0.012514286,0.001828571,0.002,0.114785714,0.756442857,0.0085,0.11656,0.0816,0.01164,0.00274,0.00244,0.1326,0.903,0.00812,0.004702278,0.003203606,0.000661477,0.000096422,0.000107306,0.006069357,0.039961633,0.000448972,0.006020274,0.00421933,0.000594471,0.000139455,0.000127303,0.006828709,0.046513661,0.00041672,488.3333333,0.699166667,3.759166667,0.6425,1.050833333,2.425,0.9525,52.0625,1204.37,814.705,1.603333333,0.684583333,36.05722222,1.09625,1.13,0.345833333,46.91291667,61.06361111,22.16875,65.05277778,83.51555556,66.81361111,0.695833333,1.254166667,596.6,0.736,3.994,0.754,1.254,2.354,1.192,45.85,1599.136,819.044,2.289,0.512,39.579,1.009,1.125,0.383,51.942,68.442,20.077,69.938,107,85.601,0.872,1.542,560.2,0.842,4.218,0.698,1.148,2.776,1.052,46,1783.57,1337.228,1.56,0.741,34.627,1.244,1.113,0.331,50.905,79.883,30.49,63.213,123.153,98.522,0.754,1.376,571.6,0.798,4.062,0.776,1.192,2.502,1.178,45.9,1656.836,1156.62,1.503,0.688,38.854,1.042333333,1.015666667,0.384666667,53.12933333,73.242,24.29966667,67.95266667,117.1396667,93.71133333,0.88,1.526
BXD43,50,75,45,15,33,268,0.010141406,21,60,46,14,12,146,0.038091576,0,0.0855,0.0584,0.009,0.0017,0.00115,0.11,0.8,0.0102,0.1105,0.07686,0.01326,0.0035,0.00182,0.1358,0.98474,0.00818,0.00448974,0.00306581,0.000473715,0.00008915,0.000062,0.005774217,0.041731024,0.000539828,0.005417286,0.003769702,0.000650873,0.000171571,0.000088901,0.006660064,0.048299537,0.000400738,484,0.708571429,3.264285714,0.727142857,1.16,1.988571429,0.984285714,50.07142857,1352.328571,898.7542857,1.595714286,0.665,40.22071429,0.995238095,1.176428571,0.461190476,35.39214286,43.88738095,14.33166667,70.13738095,72.12666667,57.70119048,0.805714286,1.404285714,578.4,0.876,3.424,0.88,1.302,1.93,1.152,44.626,1737.816,1407.778,1.307,0.793,44.117,1.014,1.147,0.524,31.84,49.096,12.553,75.873,103.21,82.568,1.006,1.728,634,0.898,3.454,0.844,1.432,1.74,1.25,41.8,1936.618,1517.016,1.303,0.79,49.35233333,1.058333333,1.153333333,0.495333333,44.675,49.76366667,9.398,81.28333333,104.955,83.963,1.192,1.962,607,0.862,3.51,0.772,1.41,1.796,1.25,44.7,1886.934,1552.518,1.417,0.82,48.785,1.1335,1.1415,0.4425,62.8425,51.326,10.256,80.1475,97.974,78.3785,1.11,1.812
BXD44,28,99,71,16,23,140,0.010824338,10,,,,23,94,0.036997838,0,0.08565,0.0595,0.013,0.00185,0.00245,0.118,0.81,0.0136,0.101,0.06835,0.0175,0.0026,0.0032,0.112,0.76,0.00615,0.003900561,0.002707642,0.00059157,0.00008425,0.000111805,0.005379983,0.036898879,0.000616674,0.00481836,0.003263241,0.000835954,0.00012422,0.000152389,0.005349948,0.036310908,0.000293678,449,0.705,3.7425,0.65,1.1875,2.335,0.955,55.0325,1522.0975,995.055,1.6225,0.635,37.6175,1.0975,1.25125,0.3475,47.14625,59.89875,19.1525,68.27125,84.185,67.34875,0.6825,1.24,565.5,0.825,3.84,0.76,1.26,2.135,1.245,46.125,2715.025,1327.23,2.365,0.525,44.18,1.101666667,1.016666667,0.401666667,67.31833334,63.63666667,15.15666667,75.58666667,107.8733334,86.3,0.955,1.635,517,0.76,3.975,0.735,1.35,2.165,1.235,46.125,1531.18,833.38,1.93,0.56,45.51583334,1.048333334,1.100833334,0.373333334,68.52833334,69.04083334,15.90916667,77.08083334,106.3691667,85.0975,0.99,1.67,533,0.825,3.9,0.88,1.21,2.295,1.215,45.5,1979.57,1057.56,1.87,0.535,41.0925,0.96,1,0.4525,39.435,65.7825,18.23,72.4025,122.22,97.78,0.915,1.605
